StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,Q_DuplicateRespondent,Q1_Role,Q1_Role_11_TEXT,Q2_DecisionAuth,Q3_Industry,Q3_Industry_26_TEXT,Q4_OrgSize,Q5_ProfitModel,Q6_RevenueBudget,Q7_PersonalBudget,Q8_GeoScope,Q9_GeoScale,Q10-28_Barriers_1,Q10-28_Barriers_2,Q10-28_Barriers_3,Q10-28_Barriers_4,Q10-28_Barriers_5,Q10-28_Barriers_6,Q10-28_Barriers_7,Q10-28_Barriers_8,Q10-28_Barriers_9,Q10-28_Barriers_10,Q10-28_Barriers_11,Q10-28_Barriers_12,Q10-28_Barriers_13,Q10-28_Barriers_14,Q10-28_Barriers_15,Q10-28_Barriers_16,Q10-28_Barriers_17,Q10-28_Barriers_18,Q10-28_Barriers_19,Q29-46_Top3Barriers_1,Q29-46_Top3Barriers_2,Q29-46_Top3Barriers_3,Q29-46_Top3Barriers_4,Q29-46_Top3Barriers_5,Q29-46_Top3Barriers_6,Q29-46_Top3Barriers_7,Q29-46_Top3Barriers_8,Q29-46_Top3Barriers_9,Q29-46_Top3Barriers_10,Q29-46_Top3Barriers_11,Q29-46_Top3Barriers_12,Q29-46_Top3Barriers_13,Q29-46_Top3Barriers_14,Q29-46_Top3Barriers_15,Q29-46_Top3Barriers_16,Q29-46_Top3Barriers_17,Q29-46_Top3Barriers_18,Q47-64_Readiness_1,Q47-64_Readiness_2,Q47-64_Readiness_3,Q47-64_Readiness_4,Q47-64_Readiness_5,Q47-64_Readiness_6,Q47-64_Readiness_7,Q47-64_Readiness_8,Q47-64_Readiness_9,Q47-64_Readiness_10,Q47-64_Readiness_11,Q47-64_Readiness_12,Q47-64_Readiness_13,Q47-64_Readiness_14,Q47-64_Readiness_15,Q47-64_Readiness_16,Q47-64_Readiness_17,Q47-64_Readiness_18,Q65-73_Maturity_1,Q65-73_Maturity_2,Q65-73_Maturity_3,Q65-73_Maturity_4,Q65-73_Maturity_5,Q65-73_Maturity_6,Q65-73_Maturity_7,Q65-73_Maturity_8,Q65-73_Maturity_9,Q74_Feedback,Q_RecaptchaStatus,Q_RecaptchaError,Q_DuplicateRespondentStatus,STUDY_ID,SESSION_ID,SOURCE,COMPLETE_URL,Q50_Feedback - Parent Topics,Q50_Feedback - Topics,Q_AmbiguousTextPresent,Q_AmbiguousTextQuestions,Q_StraightliningPercentage,Q_StraightliningQuestions,Q_UnansweredPercentage,Q_UnansweredQuestions,Q50_Feedback - Topic Hierarchy Level 1
2026-03-24,2026-03-24,IP Address,100,630,True,2026-03-24,26a59a360969d6e2f86884f78bceded5,anonymous,,"CSO (e.g., Director of Strategic Planning, Policy Director, Chief Strategy Officer)",,I am one of several key decision-makers who collectively decide on technology adoption,Finance and Insurance,,10000+,For-Profit,$1B+,$10M-$49M,United States,National,Major Barrier,Minor Barrier,Major Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Major Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Significant Barrier,Minor Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,,,,,Concerns about data privacy compliance related to new technologies.,,,,Difficulty finding reliable technology vendors or partners.,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"The lack of vendors specifically when it comes to comprehensive custom solutions, and having to  hire multiple vendors and figure out how to integrate their solutions together.",complete,,,69c17630acada6abeead2da5,69c2b35e4b95f05374acb9fb,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,547,True,2026-03-24,d0a98d5c548affa9ef46cc7da6b54a16,anonymous,,"CRO (e.g., Director of Budget/Finance, Director of Development/Fundraising, Head of Revenue Operations)",,I am one of several key decision-makers who collectively decide on technology adoption,Public Education (K-12/Higher Ed),,5000-9999,Non-Profit,$500M-$999M,$50M-$99M,United States,Regional,Major Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Major Barrier,Major Barrier,Major Barrier,Major Barrier,Significant Barrier,Major Barrier,Moderate Barrier,Major Barrier,Major Barrier,Major Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Moderate Barrier,Major Barrier,Resistance to change among employees or middle management.,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,,,,,,,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,This survey gave me a number of ideas of how to approach the challenges we are facing.  A key item that is not discussed is how organizational structure and governance may influence the ability for the organization to effectively adapt/implement.  ,complete,,,69c17630acada6abeead2da5,69c2be0973a0bcf70639ff76,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,701,True,2026-03-24,bee756f9a25cce55e4e3e82635944fa3,anonymous,,Other (please specify),Director of Purchasing,I am one of several key decision-makers who collectively decide on technology adoption,Accommodation and Food Services,,100-499,For-Profit,$10M-$49M,<$10M,United States,Local,Moderate Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,,,,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,i feel like that typical barriers were covered,complete,,,69c17630acada6abeead2da5,69c2ce792c7dc24b78f1c9ca,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,1388,True,2026-03-24,355bd697c3005ef714394b4737fba5ef,anonymous,,"CEO (e.g., Agency Director, Secretary, Administrator, City/County Manager)",,I have limited involvement — I primarily implement technology decisions made by leadership,Public Healthcare,,5000-9999,For-Profit,$1B+,$100M-$499M,United States,National,Not a Barrier,,Not a Barrier,Minor Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Not a Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Major Barrier,Significant Barrier,,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,,,New technologies disrupting existing workflows or processes significantly.,,,,Uncertainty or complexity related to regulatory requirements.,,,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Don't Know,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Don't Know,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,No,complete,,,69c17630acada6abeead2da5,69c2ccc768fdb38eb558ba6d,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,1181,True,2026-03-24,b622e6a8a1cbfc071a2e1f06c9e32a39,anonymous,,"CFO (e.g., Director of Finance, Budget Director, Comptroller)",,I am one of several key decision-makers who collectively decide on technology adoption,Manufacturing,,10000+,For-Profit,$1B+,$50M-$99M,United States,National,Moderate Barrier,Moderate Barrier,Major Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Major Barrier,Major Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,,,,,,,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Very Low Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,The survey was thorough and thoughtful. We struggle with just getting into the current century when it comes to IT! We've attempted two major ERP conversions and both failed and (believe it or not) we are still running green screens for our core sales system. It's tough to get funding and support to really upgrade even though it's discussed all the time. ,complete,,,69c17630acada6abeead2da5,69c2d307cf127b6bdb9041c7,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,536,True,2026-03-24,7d0dde3509a68968f50d46e65e68139b,anonymous,,"CIO (e.g., Director of IT)",,I am the primary decision-maker for technology adoption in my area of responsibility,Wholesale Trade,,100-499,For-Profit,$100M-$499M,$10M-$49M,United States,National,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,,,Difficulty finding reliable technology vendors or partners.,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,No. A very comprehensive and insightful document.,complete,,,69c17630acada6abeead2da5,69c2f04b72ca0383a0658979,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,465,True,2026-03-24,739013a8506a3fc8ea9e5a6eaa679e67,anonymous,,Other (please specify),Owner,I am one of several key decision-makers who collectively decide on technology adoption,Accommodation and Food Services,,<100,For-Profit,<$10M,<$10M,United States,Local,Major Barrier,Major Barrier,Major Barrier,Major Barrier,Minor Barrier,Minor Barrier,Major Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Significant Barrier,Significant Barrier,Major Barrier,Resistance to change among employees or middle management.,,,Insufficient skills or expertise within the workforce to utilize new technologies effectively.,,,Difficulty integrating new technologies with existing legacy systems.,,,,,,,,,,,,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,No,complete,,,69c17630acada6abeead2da5,69c2f7633cadf6aa997a3c9e,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,643,True,2026-03-24,bfed1384bd106e71802a5230b4637797,anonymous,,Other (please specify),None,I have limited involvement — I primarily implement technology decisions made by leadership,Health Care and Social Assistance (Private),,5000-9999,For-Profit,$10M-$49M,<$10M,International,International,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Not a Barrier,Moderate Barrier,Significant Barrier,Not a Barrier,Minor Barrier,Not a Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Minor Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,,,,,"Pressure to adopt technology due to external factors (e.g., mandates, public expectations, peer agency actions), without adequate internal readiness.",,Very High Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Low Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 2: Developing/Repeatable,"Maybe evaluate whether the outcomes of the technology adoption would warrant the money, time, and staffing. ",complete,,,69c17630acada6abeead2da5,69c30bb3eaaaf71b7adb5389,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,928,True,2026-03-24,c5ee82b2cf4e675001595e9e7cb04f42,anonymous,,"CIO (e.g., Director of IT)",,I am one of several key decision-makers who collectively decide on technology adoption,Manufacturing,,500-999,For-Profit,$500M-$999M,$50M-$99M,United States,National,Significant Barrier,Moderate Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Minor Barrier,Major Barrier,,,,,,,,,"Difficulty demonstrating clear value (e.g., mission impact, public value, cost-effectiveness) for new technology investments.",,,,Concerns about cybersecurity risks associated with new technologies.,Concerns about data privacy compliance related to new technologies.,,,,,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,"We didn't fully address cross functional collaboration.  Despite processes being defined, there can still be difficulty getting business units aligned with new technology.  ",complete,,,69c17630acada6abeead2da5,69c319d9fbc1c7ccac885a30,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-24,2026-03-24,IP Address,100,656,True,2026-03-24,72cfd4de4ac540ea7ddfd849f6764002,anonymous,,"CEO (e.g., Agency Director, Secretary, Administrator, City/County Manager)",,I am the primary decision-maker for technology adoption in my area of responsibility,"Agriculture, Forestry, Fishing and Hunting",,<100,For-Profit,<$10M,<$10M,United States,Regional,Minor Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Minor Barrier,Minor Barrier,Not a Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,,,,,Concerns about data privacy compliance related to new technologies.,Lack of trust in the reliability or performance of new technologies or vendors.,,,,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Very High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Very High Readiness/Capability,Very High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 5: Optimizing/Innovating,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,I answered the questions to the best of my knowledge and hope that my answers help your study.,error,timeout,,69c17630acada6abeead2da5,69c32181b7d533fcf68dd176,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,546,True,2026-03-25,207bc6833a87507502fec30f2c0ab505,anonymous,,"COO (e.g., Deputy Director, Chief of Staff, Assistant Secretary for Administration)",,"I provide significant input and recommendations, but final decisions are made by others",State Government,,1000-4999,Government/Public Sector,$10M-$49M,<$10M,United States,Regional,Minor Barrier,Major Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Minor Barrier,Significant Barrier,Major Barrier,Minor Barrier,Minor Barrier,Significant Barrier,Moderate Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,,,,Lack of a clear strategy or roadmap for technology adoption.,,,,Concerns about data privacy compliance related to new technologies.,,,,,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Level 1: Initial/Ad Hoc,Level 2: Developing/Repeatable,Level 2: Developing/Repeatable,Overall budget of products and long term implementation and availability of these products that meet government standards and requirements ,complete,,,69c17630acada6abeead2da5,69c325b87719511771db8990,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,698,True,2026-03-25,210dc745655f821d3c38ff0c197e6f85,anonymous,,"CFO (e.g., Director of Finance, Budget Director, Comptroller)",,"I provide significant input and recommendations, but final decisions are made by others",Public Education (K-12/Higher Ed),,100-499,Government/Public Sector,$10M-$49M,$10M-$49M,United States,Local,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Major Barrier,Significant Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Minor Barrier,Major Barrier,,,,,,High cost associated with acquiring or implementing new technologies.,Difficulty integrating new technologies with existing legacy systems.,"Inadequate IT infrastructure (e.g., network, storage, computing power) to support new technologies.",,,,,,,,,,,Moderate Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Very Low Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Don't Know,Level 4: Managed/Quantitatively Managed,Don't Know,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 2: Developing/Repeatable,No,complete,,,69c17630acada6abeead2da5,69c33c1d11aea67ea75aa4df,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,336,True,2026-03-25,76ba69c0dbabb7518339a65c75575a1f,anonymous,,"CTO (e.g., Director of Technology/Innovation, Chief Scientist)",,I am the primary decision-maker for technology adoption in my area of responsibility,Non-Profit Organization (Non-Governmental),,100-499,Non-Profit,$10M-$49M,<$10M,United States,Regional,Minor Barrier,Not a Barrier,Not a Barrier,Significant Barrier,Major Barrier,Significant Barrier,Minor Barrier,Minor Barrier,Moderate Barrier,Minor Barrier,Not a Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Significant Barrier,Minor Barrier,Moderate Barrier,Significant Barrier,Major Barrier,,,,,Inadequate training programs for new technologies.,High cost associated with acquiring or implementing new technologies.,,,,,,,,Concerns about data privacy compliance related to new technologies.,,,,,Very High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Low Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 5: Optimizing/Innovating,Level 2: Developing/Repeatable,Lack of regional availability ,complete,,,69c17630acada6abeead2da5,69c36926189ef3976ea89e3a,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
2026-03-25,2026-03-25,IP Address,100,940,True,2026-03-25,a8f5f34aa680c0634d9c8dabcee07687,anonymous,,"CTO (e.g., Director of Technology/Innovation, Chief Scientist)",,I am the primary decision-maker for technology adoption in my area of responsibility,Information,,1000-4999,For-Profit,$100M-$499M,$10M-$49M,United States,National,Significant Barrier,Minor Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Significant Barrier,Significant Barrier,Significant Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Moderate Barrier,Major Barrier,Resistance to change among employees or middle management.,,,,,,Difficulty integrating new technologies with existing legacy systems.,,,,,,Concerns about cybersecurity risks associated with new technologies.,,,,,,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Moderate Readiness/Capability,High Readiness/Capability,High Readiness/Capability,Low Readiness/Capability,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 4: Managed/Quantitatively Managed,Level 3: Defined/Standardized,Level 3: Defined/Standardized,Level 2: Developing/Repeatable,Limited cross department collaboration and competing priorities sometimes slow adoption even when technology is high. ,complete,,,69c17630acada6abeead2da5,69c3b72e4c3ca7d0c0257ec0,prolific,https://app.prolific.com/submissions/complete?cc=CQ9PVTWX,,Unknown,0,,0,,0,,
